City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,howrah,22.5892,88.3103,16.0,72,0,0.0,IN,1706379589
359,miguel alves,-4.1656,-42.8953,30.46,64,97,0.83,BR,1706379590
360,helena valley west central,46.6629,-112.0604,6.04,67,0,1.54,US,1706379590
361,bakanas,44.8081,76.2772,-6.3,93,58,3.78,KZ,1706379590
362,st. john's,47.5649,-52.7093,0.15,74,20,3.09,CA,1706379590
363,mendi,-6.1761,143.6513,13.9,97,100,0.84,PG,1706379591
364,taroa,8.7058,171.2275,25.23,79,100,6.77,MH,1706379591
365,angaur state,6.906,134.13,27.04,85,91,8.84,PW,1706379591
366,happy valley-goose bay,53.3168,-60.3315,-4.83,74,75,9.77,CA,1706379591
367,kourou,5.1552,-52.6478,29.03,67,80,4.29,GF,1706379592
368,brookings,44.3114,-96.7984,1.32,93,0,2.57,US,1706379592
369,peace river,56.2501,-117.286,-0.83,86,75,5.66,CA,1706379592
370,faya-largeau,17.9257,19.1043,19.72,26,100,7.75,TD,1706379593
371,ust'-kut,56.7938,105.7672,-39.2,100,63,0.89,RU,1706379593
372,sudak,44.85,34.9667,2.34,82,93,1.09,UA,1706379593
373,severoural'sk,60.1533,59.952,-14.18,96,91,1.58,RU,1706379593
374,galle,6.0367,80.217,26.45,79,43,1.06,LK,1706379593
375,hinton,53.4001,-117.5857,-0.2,83,98,4.22,CA,1706379594
376,broome,42.2506,-75.833,6.98,87,100,0.45,US,1706379594
377,areka,7.0667,37.7,19.93,67,93,0.41,ET,1706379594
378,ust'-kulom,61.6864,53.6902,-23.26,100,90,0.7,RU,1706379594
379,thomazeau,18.6519,-72.0947,31.99,30,0,2.07,HT,1706379595
380,spencer,43.1414,-95.1444,-0.94,86,100,3.09,US,1706379595
381,arawa,-6.2132,155.5367,25.26,91,100,0.62,PG,1706379596
382,plastun,44.7561,136.2939,-13.5,82,21,3.21,RU,1706379596
383,mossel bay,-34.1831,22.146,19.96,83,47,6.1,ZA,1706379596
384,reinach,47.2667,8.1833,6.22,91,35,1.05,CH,1706379596
385,nanlong,31.3533,106.0631,5.71,68,89,0.79,CN,1706379596
386,praia da vitoria,38.7333,-27.0667,18.14,77,20,5.67,PT,1706379597
387,lompoc,34.6391,-120.4579,20.4,56,0,2.57,US,1706379597
388,hailey,43.5196,-114.3153,1.61,71,100,2.57,US,1706379597
389,coahuayana de hidalgo,18.7,-103.6583,31.28,39,0,2.24,MX,1706379597
390,burang,30.25,81.1667,-7.99,62,1,0.98,CN,1706379598
391,dabou,5.3256,-4.3769,28.08,75,18,3.44,CI,1706379598
392,magadan,59.5667,150.8,-23.1,79,90,2.88,RU,1706379598
393,toliara,-23.35,43.6667,25.87,74,9,0.97,MG,1706379598
394,rock springs,41.5875,-109.2029,-0.31,69,0,7.72,US,1706379599
395,nadi,-17.8,177.4167,23.0,88,40,3.6,FJ,1706379599
396,chambersburg,39.9376,-77.6611,13.73,72,97,1.34,US,1706379383
397,manokwari,-0.8667,134.0833,25.1,85,100,2.46,ID,1706379599
398,paris,48.8534,2.3488,6.43,74,0,3.09,FR,1706379096
399,rio gallegos,-51.6226,-69.2181,18.03,27,75,9.26,AR,1706379600
400,hami,42.8,93.45,-10.08,69,0,2.73,CN,1706379600
401,agadez,19.75,10.25,16.94,23,0,2.77,NE,1706379601
402,nagqu,31.5,92.0,-12.27,55,100,1.44,CN,1706379601
403,nago,26.5881,127.9761,16.24,75,91,4.53,JP,1706379601
404,saint-mandrier-sur-mer,43.078,5.929,12.1,84,0,1.03,FR,1706379602
405,rio do sul,-27.2142,-49.6431,24.66,88,74,1.93,BR,1706379602
406,bafoulabe,13.8065,-10.8321,32.7,8,11,2.8,ML,1706379603
407,kone,-21.0595,164.8658,22.84,84,100,2.18,NC,1706379604
408,mili,6.0815,171.735,26.8,80,100,8.9,MH,1706379604
409,saquarema,-22.92,-42.5103,26.08,83,91,4.07,BR,1706379359
410,kill devil hills,36.0307,-75.676,12.01,91,75,4.12,US,1706379560
411,nar'yan-mar,67.6713,53.087,-15.5,97,95,4.02,RU,1706379605
412,saint-raphael,19.4333,-72.2,28.9,41,0,3.0,HT,1706379605
413,sidrolandia,-20.9319,-54.9614,32.45,26,52,2.39,BR,1706379605
414,rawlins,41.7911,-107.2387,-0.06,59,0,9.26,US,1706379606
415,yei,4.095,30.6779,25.72,30,16,2.18,SS,1706379606
416,perth,-31.9333,115.8333,20.75,78,0,3.6,AU,1706379034
417,arvi,20.9833,78.2333,19.88,26,64,1.1,IN,1706379607
418,flin flon,54.7682,-101.865,-5.09,93,100,3.6,CA,1706379315
419,siwa oasis,29.2041,25.5195,15.02,52,0,3.25,EG,1706379607
420,vuktyl,63.8567,57.3094,-12.72,98,97,3.13,RU,1706379608
421,san marcos de colon,13.4333,-86.8,28.75,36,66,3.61,HN,1706379608
422,el bayadh,33.6832,1.0193,13.84,24,0,1.53,DZ,1706379608
423,mar del plata,-38.0023,-57.5575,30.85,73,0,9.83,AR,1706379609
424,fanipol,53.7627,27.2962,-7.82,99,54,1.79,BY,1706379609
425,vallenar,-28.5708,-70.7581,33.19,28,0,5.27,CL,1706379610
426,margate,51.3813,1.3862,7.17,85,100,3.13,GB,1706379610
427,telavi,41.9198,45.4731,-0.43,96,100,0.76,GE,1706379610
428,san andres,12.5847,-81.7006,31.01,66,20,5.66,CO,1706379611
429,cedeira,43.6797,-8.0209,16.82,71,100,1.72,ES,1706379611
430,khorostkiv,49.2111,25.9217,0.28,96,100,5.62,UA,1706379611
431,cidreira,-30.1811,-50.2056,20.43,88,88,4.39,BR,1706379612
432,hadibu,12.65,54.0333,25.83,78,96,3.04,YE,1706379612
433,ploudalmezeau,48.5333,-4.65,10.29,93,100,6.17,FR,1706379612
434,chimoio,-19.1164,33.4833,24.92,69,40,1.52,MZ,1706379613
435,olinda,-8.0089,-34.8553,29.85,70,40,4.63,BR,1706379613
436,driefontein,-27.0177,30.4498,19.61,65,100,2.31,ZA,1706379613
437,egilsstadir,65.2653,-14.3948,-1.05,59,75,7.2,IS,1706379614
438,songjianghe,42.1859,127.479,-20.15,100,81,1.17,CN,1706379614
439,geraldton,-28.7667,114.6,19.23,88,0,3.6,AU,1706379614
440,pierre,44.3683,-100.351,0.48,72,0,3.13,US,1706379550
441,gaigeturi,33.4644,126.3183,7.03,57,100,4.63,KR,1706379615
442,corumba,-19.0092,-57.6533,33.95,33,0,2.57,BR,1706379615
443,yanykurgan,43.915,67.2481,-4.47,83,100,2.98,KZ,1706379615
444,fonte boa,-2.4959,-66.2662,30.04,72,68,0.55,BR,1706379615
445,lerwick,60.1545,-1.1494,8.0,89,100,9.7,GB,1706379616
446,birniwa,12.7903,10.2348,20.43,18,98,5.9,NG,1706379616
447,jayapura,-2.5333,140.7,25.66,93,99,2.17,ID,1706379616
448,huinca renanco,-34.8404,-64.3758,35.38,17,67,6.7,AR,1706379617
449,nhamunda,-2.1861,-56.7131,31.5,66,91,0.18,BR,1706379617
450,new norfolk,-42.7826,147.0587,14.72,75,96,2.57,AU,1706379617
451,san jose de feliciano,-30.3845,-58.7517,28.68,39,0,4.51,AR,1706379618
452,rumuruti,0.267,36.5389,18.19,80,12,6.48,KE,1706379618
453,prien,30.1819,-93.2738,17.01,80,100,7.72,US,1706379619
454,saint-philippe,-21.3585,55.7679,25.77,87,88,4.61,RE,1706379619
455,makoua,0.0069,15.6333,29.27,27,35,1.85,CG,1706379620
456,keflavik,64.0049,-22.5624,-1.76,100,75,3.09,IS,1706379620
457,acapulco de juarez,16.8634,-99.8901,29.9,62,0,3.09,MX,1706379449
458,souillac,-20.5167,57.5167,27.21,89,75,2.57,MU,1706379621
459,puerto aysen,-45.4,-72.7,19.28,37,31,2.94,CL,1706379621
460,zambezi,-13.5432,23.1047,22.74,61,17,2.21,ZM,1706379621
461,queenstown,-31.8976,26.8753,18.57,87,68,1.73,ZA,1706379622
462,nishinoomote,30.7333,131.0,12.32,61,91,5.8,JP,1706379622
463,prado,-17.3411,-39.2208,26.77,84,98,3.27,BR,1706379623
464,laguna,38.421,-121.4238,15.54,84,0,2.57,US,1706379623
465,nuuk,64.1835,-51.7216,-15.66,60,75,3.09,GL,1706379623
466,zhalantun,48.0,122.7167,-16.79,92,88,1.86,CN,1706379624
467,conception bay south,47.4999,-52.9981,0.02,73,6,1.9,CA,1706379624
468,usinsk,65.9939,57.5281,-8.29,95,97,6.26,RU,1706379625
469,karratha,-20.7377,116.8463,26.01,73,36,7.2,AU,1706379625
470,kamennomostskiy,44.2983,40.1856,0.17,98,100,0.39,RU,1706379625
471,sarria,42.7815,-7.4143,11.53,76,100,1.17,ES,1706379626
472,poso,-1.3959,120.7524,25.39,78,100,1.91,ID,1706379626
473,buka,40.8108,69.1986,4.4,70,100,0.96,UZ,1706379626
474,alofi,-19.0595,-169.9187,26.94,89,97,6.17,NU,1706379423
475,mount isa,-20.7333,139.5,23.87,100,100,1.54,AU,1706379627
476,bitam,2.076,11.5007,27.08,30,5,1.34,GA,1706379627
477,baley,51.6,116.6333,-25.61,100,99,0.9,RU,1706379628
478,el granada,37.5027,-122.4694,15.9,80,0,1.54,US,1706379628
479,cambria,35.5641,-121.0808,15.79,69,99,2.35,US,1706379628
480,harnai,30.1005,67.9374,11.9,31,98,0.54,PK,1706379629
481,alexandroupoli,40.8475,25.8744,5.9,93,40,1.54,GR,1706379629
482,ulladulla,-35.35,150.4667,19.87,92,51,3.52,AU,1706379629
483,hunkuyi,11.2668,7.6512,21.6,19,96,5.38,NG,1706379630
484,'ali sabieh,11.1558,42.7125,24.07,75,94,4.6,DJ,1706379630
485,highfields,-27.4518,151.9463,21.87,95,95,0.8,AU,1706379631
486,zheleznodorozhnyy,55.7503,38.0042,-4.71,97,98,1.24,RU,1706379631
487,tabou,4.423,-7.3528,28.52,76,33,4.1,CI,1706379631
488,nyrob,60.733,56.7202,-13.06,98,100,1.19,RU,1706379631
489,as sulayyil,20.4607,45.5779,23.14,48,88,5.11,SA,1706379632
490,tangalle,6.024,80.7911,24.84,85,44,2.28,LK,1706379632
491,tucuma,-0.1833,-50.05,27.95,82,58,3.97,BR,1706379408
492,amga,60.8953,131.9608,-35.88,100,100,1.07,RU,1706379633
493,yorosso,12.3536,-4.7761,27.51,11,16,3.53,ML,1706379633
494,sao jose da coroa grande,-8.8978,-35.1478,29.51,64,95,5.02,BR,1706379633
495,priozersk,61.0393,30.1291,-2.17,86,100,3.6,RU,1706379633
496,dzuunmod,48.2199,97.3744,-21.48,51,1,2.44,MN,1706379634
497,kuanda,56.3161,116.0806,-31.47,94,53,0.08,RU,1706379634
498,chandler,33.3062,-111.8412,20.11,39,0,3.13,US,1706379039
499,san pedro de ycuamandiyu,-24.0917,-57.0764,35.0,18,0,2.43,PY,1706379634
500,karlskrona,56.1616,15.5866,6.25,87,64,5.09,SE,1706379634
501,tamanrasset,22.785,5.5228,18.95,13,0,3.6,DZ,1706379635
502,srandakan,-7.9386,110.2506,25.69,88,100,1.37,ID,1706379635
503,ust'-ilimsk,58.0006,102.6619,-35.31,100,7,1.34,RU,1706379636
504,batalha,-9.6778,-37.1247,35.88,33,69,4.02,BR,1706379636
505,ko pha ngan,9.7578,100.0291,24.86,74,16,5.79,TH,1706379636
506,havana,23.133,-82.383,29.24,61,20,4.12,CU,1706379636
507,san jeronimo de juarez,17.1333,-100.4667,29.86,56,0,3.03,MX,1706379637
508,hengchun,22.0042,120.7439,19.56,80,28,7.55,TW,1706379637
509,woolgoolga,-30.1106,153.2007,23.91,95,100,1.59,AU,1706379637
510,sisimiut,66.9395,-53.6735,-22.28,90,95,4.95,GL,1706379638
511,gladstone,-23.85,151.25,28.96,84,100,2.57,AU,1706379378
512,ma'rib,15.4591,45.3253,26.06,46,53,5.57,YE,1706379638
513,barcelos,41.5388,-8.6151,16.58,72,100,1.12,PT,1706379632
514,binzhou,37.3667,118.0167,-2.44,56,0,1.8,CN,1706379639
515,camocim,-2.9022,-40.8411,30.89,62,85,8.09,BR,1706379614
516,vilyuchinsk,52.9306,158.4028,-4.85,90,100,2.64,RU,1706379639
517,ban houakhoua,20.2453,100.4547,16.2,93,16,0.43,LA,1706379639
518,nalut,30.3333,10.85,15.07,35,0,4.25,LY,1706379640
519,westport,41.1415,-73.3579,8.25,69,100,2.06,US,1706379640
520,grosskarolinenfeld,47.8856,12.0744,3.62,90,15,1.14,DE,1706379640
521,dom pedrito,-30.9828,-54.6731,28.62,37,38,2.98,BR,1706379640
522,grand falls-windsor,48.9332,-55.6649,-2.5,77,20,0.89,CA,1706379641
523,xankandi,39.8177,46.7528,0.52,98,100,0.62,AZ,1706379641
524,yuzhno-kurilsk,44.0306,145.8556,-2.01,85,99,4.86,RU,1706379641
525,al hazm,16.1641,44.7769,24.15,56,51,3.92,YE,1706379641
526,ivdel',60.6911,60.4206,-13.32,99,97,0.89,RU,1706379642
527,lospalos,-8.5186,127.0025,22.85,96,99,1.48,TL,1706379642
528,los lunas,34.8062,-106.7334,9.58,58,6,0.89,US,1706379349
529,san rafael,-34.6177,-68.3301,36.07,16,2,6.24,AR,1706379414
530,kalifornsky,60.4183,-151.29,-26.48,75,0,0.0,US,1706379643
531,alesund,62.4723,6.1549,7.41,78,40,9.77,NO,1706379628
532,manadhoo,5.7667,73.3833,27.66,68,67,5.18,MV,1706379643
533,ugep,5.8086,8.0812,29.18,22,0,1.76,NG,1706379643
534,nuevo casas grandes,30.4167,-107.9167,10.48,42,0,5.76,MX,1706379644
535,mosjoen,65.836,13.1908,5.29,70,40,5.36,NO,1706379644
536,khandyga,62.6667,135.6,-35.09,95,96,0.99,RU,1706379644
537,berezovyy,51.6667,135.7,-17.01,96,97,1.11,RU,1706379644
538,ponta delgada,37.7333,-25.6667,18.44,88,40,5.14,PT,1706379645
539,tosontsengel,48.7567,98.2839,-28.47,83,6,0.25,MN,1706379645
540,ceeldheer,3.8488,47.1806,26.63,83,75,6.65,SO,1706379645
541,summerside,46.3959,-63.7876,-0.18,80,98,2.57,CA,1706379646
542,madimba,-10.4,40.3333,25.9,87,89,2.08,TZ,1706379646
543,urangan,-25.3,152.9,28.44,92,96,3.58,AU,1706379646
544,rehoboth,-23.3167,17.0833,28.54,32,74,5.96,NA,1706379646
545,meadow lakes,61.6247,-149.6011,-21.31,76,0,0.0,US,1706379646
546,bangjun,39.9911,117.2628,-3.24,37,0,2.3,CN,1706379647
547,hammerfest,70.6634,23.6821,0.25,86,40,6.69,NO,1706379647
548,sinabang,2.4803,96.3801,26.18,84,87,0.06,ID,1706379648
549,sidi khaled,34.387,4.9879,19.8,28,0,2.42,DZ,1706379648
550,juneau,58.3019,-134.4197,6.0,95,100,7.2,US,1706379648
551,lieksa,63.3167,30.0167,-4.73,94,100,4.86,FI,1706379648
552,bellevue,47.6104,-122.2007,11.69,95,100,6.17,US,1706379301
553,tobruk,32.0836,23.9764,15.68,63,6,6.18,LY,1706379649
554,knyaze-volkonskoye,48.4642,135.4567,-21.81,100,85,0.85,RU,1706379649
555,yerofey pavlovich,53.9667,121.9667,-23.97,86,100,2.08,RU,1706379649
556,lupane,-18.9315,27.807,22.61,52,100,2.65,ZW,1706379650
557,kampong thom,12.7111,104.8887,22.98,59,8,3.14,KH,1706379650
558,norilsk,69.3535,88.2027,-13.65,92,100,4.11,RU,1706379547
